created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title
8/27/2019 12:42,85,Every day there is long Traffic queues just infront of the apartment gate itself. Road is like think lane and divider has been put instead of speed breaker!,"Every day there is long Traffic queues just infront of the apartment gate itself. Road is like think lane and divider has been put instead of speed breaker!
I have been saved 3 accidents till date due to this. This is everyday torcher to take U-turn to go to another side of the divider on the thin road on huge terrific traffic.",84,5.0,"Opposite Gateway Super Bazar, Near Alpine Eco Apartments, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Doddanekkundi Industrial Area Rd,12.97274599,77.70103193,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP
3/13/2022 10:52,85,Walking Track Need to be fixed,"Dear Sir, 
The walking Track in the Kaggadasapura Doddanekundi lake is used by many people in the morning by the surrounding people and also the lake has many kinds of birds. 
However the lake is not maintained properly and the walking Track is not in good condition to be used by people. It will be helpful if you please pay attention and get this beautiful lake renovated and fixed.",159,10.0,"Xmgp+Fq Bengaluru, Karnataka, India",Doddanekundi lake,12.97617642,77.68696267,Dodda Nekkundi,7,Lakes,Maintenance Of Lake Surrounding,BBMP
5/20/2022 12:17,85,Please help stray dogs,I return from office at night and I am afraid of the stray dogs in my area which growls and sometimes tries to attack. The dogs might not get feeded properly also p,77,10.0,"Kundalahalli Gate, Itpl Main Rd, Beside Big Bazaar, Beml Layout, Brookefield, Bengaluru, Karnataka 560037, India",Near Balaji grand pg,12.9573393,77.7159117,Dodda Nekkundi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP
1/21/2022 22:37,85,Parked on Cycle Lane KA51AA0632,The vehicle is parked on cycle lane violating the rules and also restricting cyclists to use the lane safely,723,5.0,"Service Rd, Anand Nagar, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037, India",On the Service Road,12.96522068,77.70192003,Dodda Nekkundi,21,Traffic and Road Safety,Encroachment of cycle lane,BTP
11/14/2019 19:42,85,Dug up road,"Road excavated to repair the under ground pipe line, but after the work completion road not redone. Creating lot of dust and slow moving traffic.",66,10.0,"Alpine Eco, Outer Ring Road - Whitefield Road Bypass Road, Ferns City, Doddanekkundi, Bengaluru, Karnataka 560048, India",Opposite to Alpine Apartment,12.97269267,77.70092182,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
11/24/2021 19:29,85,Request for Road Repair,Current road condition at mentioned address is so bad that elderly people even cannot walk here. too many potholes and no tarring exists.,67,10.0,"1St Main Rd, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near Kensington Suites,12.9635291,77.7131181,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
2/20/2021 17:46,85,Potholes and garbage on road,Potholes and garbage on road,155,10.0,"Parimala Harmony Apartment, Shrinivas Layout Road, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.9652358,77.7097729,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
11-03-2019 22:34,85,"Location: Marathahalli
From Spice Garden Bus Stop to Yamlur Junct...","Location: Marathahalli
From Spice Garden Bus Stop to Yamlur Junction the traffic situation during peak hours is horrible.
1) the congestion caused by the merging traffic to and from the ORR service roads. This should be smoother to avoid congestion on HAL airport road. The merging point pf service road with ORR after Tansi Honda should be closed and should merge at the next merging point only.
2) The two U-turns between Marathahalli Bridge and Doddanekundi Main Road T-Junction. Road should be widened near U-turns and these U-Turns should be divided from the main road so that the straight going traffic movement can be smoother.
3) Marathahalli bridge bus stops being immediate to the ORR service roads merging point. Both bus stops should be moved min 200-300 meters ahead of merging point of the service roads.",84,5.0,"Marathalli Bridge, Lakshminarayana Pura, Aswath Nagar, Marathahalli, Bengaluru, Karnataka, India",,12.9565399,77.7069614,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP
12/13/2020 21:51,85,Stray dog atrocity,"Number of stray dogs have increased recently  in Vinayaka layout, Chinnapanahalli, threatening all the passers by especially small kids walking on the road. Kindly request you to take the necessary action",77,10.0,"Chinnapanahalli, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Near Omshakthi temple,12.9721308,77.7013875,Dodda Nekkundi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP
1/13/2019 10:45,85,Need Speedbreakers immediately,"Dear Sir

It has been observed that there are regular accidents infront of the GSA wavewoods apartment society as there is no presence of any speedbreaker on this strech.Vehicles coming from kundalhalli colony are speeding at a very high rate infront of GSA WAVEWOODS as if its a race course and are totally ignoring that this is a residential area",347,10.0,"2Nd Main Road, 3Rd Cross Rd, Doddanakundi Industrial Area 2, Phase 1, Doddanekkundi, Bengaluru, Karnataka 560048, India",Gsa wavewoods,12.97367544,77.70899208,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Need Lane Markings/Street Name/Road Signages,BBMP
8/21/2019 19:59,85,Roads have been narrowed down because sands have been accumulated,Both sides of the road from Divyasree Techno Park to towards Lemon Tree Hotel have been narrowed down badly because sands have been accumulated as roads are not getting cleaned up regularly.,84,5.0,"Rd Number 3, Epip Zone, Brookefield, Bengaluru, Karnataka 560066, India",(Near Vyadehi Hospital)- Roads from Divyasree Techno Park to towards Lemon Tree,12.9715156,77.7244002,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP
11/23/2019 11:48,85,Complete road is full of potholes,The 7th cross road behind rmz centennial is completely broken. The road become more worse even id it rains for sometime.. So difficulties we face while walking and even on bike Or car it's completely bumpy ride,66,10.0,"Epip Zone Whitefield Rd, Phase 2, Brookefield, Bengaluru, Karnataka, India",Complete road is broken in 7th cross easily anyone can locate,12.9725321,77.7175674,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
03-12-2020 18:48,85,Smoking in public,Smoking in public,155,10.0,"Ferns City Road, Ferns City, Doddanekkundi, Bengaluru, Karnataka 560037, India",,12.97877833,77.69684167,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
09-05-2019 18:16,85,Pothole,There is a big pothole in front of Qualcomm which is there almost a month now. It's was dug up for some cable laying. It was not covered properly and post rains there is huge pothole and the road is reduced to half the original size. Everyday there are atleart,66,10.0,"Epip Zone, Brookefield, Bengaluru, Karnataka, India",Opposite to Qualcomm....,12.9743773,77.7151616,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
01-11-2021 11:24,85,New Footpath,"Hi, there is no footpath on right side starting from rainbow hospital towards alpine for 200ms and one which is there after that distance is also broken at several places. Can you please get a footpath created between rainbow hospital and alpine apartment so that patients can easily go to hospital. It is a very busy road so if there will be footpath, it will also make life easier to travel by foot till main road.",714,10.0,"Doddanekundi, Bengaluru, Karnataka 560037",From rainbow hospital to Alpine eco apartment,12.9720888,77.694364,Dodda Nekkundi,708,Yellow Spot,Require A New Footpath,BBMP
11-08-2021 23:08,85,Leaving sewage water to Rain water drianage,Someone near Udupi garden leaving large amount of sewage water to Rain water drianage. It's leading to lots of mosquito breed and overflowing around the area new new Metro station and Brigade Lakefront entrance,72,2.0,"2, Rd Number 2, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048, India",Udupi Grand hotel,12.98021949,77.7092753,Dodda Nekkundi,472,Sewerage Systems,Maintenance And Repair Of Sewage Lines,BWSSB
9/24/2019 21:16,85,"This ks the situation of aecs layout main road , Kundalahalli, ev...","This ks the situation of aecs layout main road , Kundalahalli, every lane in Aecs layout is I. same sAme situation. kindly lay proper roads in the whole area",67,10.0,"Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.9629354,77.7122996,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
6/13/2019 10:44,85,Too many start dogs on lake road Doddanekundi without any control...,Too many start dogs on lake road Doddanekundi without any control. I even saw some puppy. No control of these stray dogs is an invitation to incident waiting to happen. I hope government agency will take necessary action to avoid any incident and save some kid's life,77,10.0,"Vrr Lakeview, Road Number 1, Vibhutipura Extension, Rangaswamy Nagar, Anantapur, Andhra Pradesh, India",,12.970297,77.688303,Dodda Nekkundi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP
2/27/2019 19:05,85,Lane making at Kundalahalli gate signal,Lane making at Kundalahalli gate signal,347,10.0,"Kundalahalli, Brookefield, Bengaluru, Karnataka, India",,12.9689968,77.7208853,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Need Lane Markings/Street Name/Road Signages,BBMP
6/25/2019 9:40,85,Open defecation and drain causing lot of disease like dengue etc...,Open defecation and drain causing lot of disease like dengue etc to people in this locality,155,10.0,"Kalyani Platina Entrance Road, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",,12.96973586,77.71931827,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
6/21/2021 13:23,85,More than 20 stray dogs chasing &amp; attacking people in less than 300m stretch of road,"Hello sir,

I am staying SVS Palms apartment in 11th cross, Chinnapanna halli main road. Near Day 2 Day mini mart shop there is under construction building and more than 20 dogs are staying here because some of the people come and feed them. Some of them are very aggressive now and started attacking people, specially children. Number of these stray dogs are growing exponentially and in one empty plot they are breeding as well (Next to SVS Palms-2 apartment). I am raising this concern on behalf of residents in my apartment and based on discussion in our society group. Please help us resolve this menace. We will be happy to assist in whichever way you ask us.",77,10.0,"Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Day 2 Day mini mart,12.9724759,77.7058956,Dodda Nekkundi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP
8/20/2019 10:53,85,Driving k. footpath,Driving k. footpath,191,5.0,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP
01-08-2020 19:15,85,Need a foot over bridge in marathalli near kalamandir shop as its...,Need a foot over bridge in marathalli near kalamandir shop as its causing lot if traffic jams,67,10.0,"Kalamandir, Marathahalli - Sarjapur Outer Ring Rd, Anand Nagar, Aswath Nagar, East Taluk, Bengaluru, Karnataka, India",,12.9598424,77.7016049,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
12/30/2019 11:46,85,"Garbage Truck is not coming daily, from last one year we are facing this issue. He used to come once or twice a week, sometimes even once in 7-8 days.","Garbage Truck is not coming daily, from last one year we are facing this issue. He used to come once or twice a week, sometimes even once in 8-10 days. I even asked him what's the issue, but he is very impolite. Its a society of approx 60 flats, please take some necessary action.",155,10.0,"Lakshmi Residency, 12Th Cross, 1St Main Road, Lake View Rd, Pragathi Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Krishna Reddy garden road,12.9731846,77.6920133,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
10-03-2019 22:31,85,Unnecessary brakers on road,Unnecessary brakers on road,27,4.0,"11, 5Th Cross Rd, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Marathahalli, Bengaluru, Karnataka 560037, India",,12.97001333,77.69468667,Dodda Nekkundi,2,Crime and Safety,Eve Teasing/Public Nuisance,BCP
12-02-2019 23:53,85,Moon like creaters on the road,The potholes have turned to craters. Are we waiting for someone to die?,66,10.0,"Vibgyor High School Rd, Green Garden Layout, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka 560066, India",Towards the entrance,12.9512066,77.717533,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
7/14/2020 13:51,85,Please provide good driving roads,Please provide good driving roads,66,10.0,"21, Shrinivas Layout Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.96486519,77.70944968,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
3/24/2019 18:15,85,Karthik Nagar park has. reached a condition where all the plants...,Karthik Nagar park has. reached a condition where all the plants are dying and all the investment made long back is in vein,85,10.0,"3, 6Th Main Rd, Nisarga Layout, Doddanekundi, Marathahalli, Bengaluru, Karnataka 560037, India",,12.9684273,77.6978095,Dodda Nekkundi,22,Parks & Recreation,Maintenance Of existing Parks,BBMP
3/13/2022 10:47,85,"Dear Sir/Ma'am,

In Doddanekundi there are narrow footpaths. We n...","Dear Sir/Ma'am,

In Doddanekundi there are narrow footpaths. We need wide footpaths in entire landmark for going to nearby places especially the village. Please do something about it.

Thanks",712,10.0,"Block-D, Akme Ballet, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560037, India",,12.9795241,77.6919929,Dodda Nekkundi,708,Yellow Spot,"2A- Require New Footpath
",BBMP
06-02-2019 22:16,85,Road has become hell for everybody,"After recent digging by JCB, the previous 2 lane road has become 1 n half lane. Mud and water logging and big stones are all over the road which is a nightmare for bikers. Footpath has surprise open holes and most of the place it is non existancial which makes impossible to walk without getting hit by a bike or falling in open drainage. Parmanent long queue of cars is a norm now on this road.",56,10.0,"Chinnapanahalli Main Rd, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037, India",Mariamma Temple,12.9678938,77.7042971,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP
10/25/2020 18:13,85,Street light is not working in our area for last 1 week.,Street light is not working in our area for last 1 week.,62,10.0,"21, Shrinivas Layout Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.96490219,77.7093808,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP
6/29/2019 12:59,85,Water leaking from either drain or pipeline next to Ganesh Bhavan...,Water leaking from either drain or pipeline next to Ganesh Bhavan Restaurant,88,2.0,"Hotel Ganesh Bhavan, 1St Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.9634568,77.709169,Dodda Nekkundi,23,Water Supply and Services,Stop Water Leakage,BWSSB
12-06-2019 11:59,85,Street light not working in Srinivas Reddy Layout. (Infront of Ho...,Street light not working in Srinivas Reddy Layout. (Infront of House#1),62,10.0,"Hm Krishna Reddy Road, Sri Nivasa Reddy Layout, Aecs Layout, Brookefield, Bengaluru, Karnataka, India",,12.9656208,77.7092007,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
06-06-2019 10:20,85,Cigarette smoking at Doddnekundi bus stop causing health hazard....,Cigarette smoking at Doddnekundi bus stop causing health hazard. there are shops selling cigarette and people smoke in public place can you please take immediate action,27,4.0,"Ideb Grand Mall, Service Rd, Brindavan Extension, Chinappa Layout, Mahadevapura, Bengaluru, Karnataka 560037, India",,12.97780323,77.69461823,Dodda Nekkundi,2,Crime and Safety,Eve Teasing/Public Nuisance,BCP
11-08-2019 21:53,85,Roads are broken,Potholes on the road,66,10.0,"6, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037, India",Near CMRIT COLLEGE,12.96801385,77.71285136,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
02-10-2019 10:58,85,This is empty plot near our apartment. 3 month age I filed the co...,This is empty plot near our apartment. 3 month age I filed the complain but nothing was done. This plot is become dumping yard. So many mosquitoes and mouses coming to our apartment and most shame full thing is People also passes their urine. We can't open our windows. Do something,155,10.0,"567, 2Nd Cross Rd D Block, Aecs Layout - D Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.9634177,77.7107915,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
03-12-2019 08:39,85,"Street light is wrongly aligned, no use of this light with this p...","Street light is wrongly aligned, no use of this light with this position, 6th cross, Wasa Layout, Doddanekundi 560037",62,10.0,"Park Villa, 20, 6Th Main, Wasa Layout, Doddanekundi, Doddenakundi, Bengaluru, Karnataka 560037, India",,12.9705519,77.697466,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
2/24/2019 11:11,85,There is no proper for path in entire AECS layout main road. and...,There is no proper for path in entire AECS layout main road. and a lot of people are forced to walk on main road itself which is dangerous. want adequate footpaths,422,10.0,"60 Feet Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.963912,77.7068755,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Repair Of Existing Footpaths,BBMP
11/18/2019 20:48,85,Vibgyor High School Road constructions,"Vibgyor High School Road condition
Is worst there is lot of water logging in the road ,the daily people life become difficult nobody from bmc looking into it , the conditions is getting worse day by day",56,10.0,"Vibgyor High School Rd, Green Garden Layout, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka 560066, India",Vibgyor High School Road,12.9512066,77.717533,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP
10/17/2019 11:26,85,Near Kundalahalli gate Signal: There is not only no footpath for...,Near Kundalahalli gate Signal: There is not only no footpath for pedestrians but the little space demarcated for pedestrians is flooded and one has to hop and Skip over them.  this is not fixed for many months now.,66,10.0,"Bangalore Hospice Trust, Kundalahalli Gate, Next To Shankara Eye Hospital, Vaikuntam Layout, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka, India",,12.9576509,77.7133942,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
7/31/2020 9:28,85,Rahul store,They charge above mrp for milk and curd products...for 10 rs milk they charge curd,399,10.0,"Hemanth Nagar, ???? ???, ?????? ???, ?????????, ????????, ??????? 560037, India",Rahul store,12.9607283,77.7035195,Dodda Nekkundi,382,Community Infrastructure and Services,Maintenance Of Shopping And Commercial Complexes,BBMP
10-03-2019 21:03,85,Pleaase go once and see condition of road in chinnapahalli. from...,Pleaase go once and see condition of road in chinnapahalli. from railway crossing to bren apartment full road is damaged.,67,10.0,"Chinnapanna Halli, Bengaluru, Karnataka, India",,12.9670265,77.7047758,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
2/20/2021 18:23,85,Pls cover the drains,Pls cover the drains,349,10.0,"215, 1St Cross Rd, Sri Nivasa Reddy Layout, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.9646132,77.7136199,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Need Covering Slabs For Roadside Drains,BBMP
04-10-2019 16:33,85,Very big pot hole near Vydehi circle signal,Very big pot hole near Vydehi circle signal which causes more traffic and difficult to cross the 25 sec signal,66,10.0,"#95, Vydehi Circle, Itpl Main Rd, Vijayanagar, Epip Zone, Whitefield, Bengaluru, Karnataka 560066, India",Near to Airtel showroom,12.9760107,77.7268792,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
7/27/2019 17:39,85,Distrubance to public.,KLM shopping mall using the powerful lights. it is very difficult to walk or drive near marathalli bridge.,67,10.0,"Marathalli Bridge, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Marthalli bridge,12.9565399,77.7069614,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
01-04-2021 08:13,85,Public urination,Public urination,709,10.0,"3/7, Epip Zone, Whitefield, Bengaluru, Karnataka 560066, India",,12.97764979,77.70981402,Dodda Nekkundi,708,Yellow Spot,Report A Public Urination or Yellow Spot,BBMP
11/25/2019 13:40,85,Road in pathetic condition. Small cars unable due to huge potholes.,"The 500m - 600m stretch is in a total pathetic condition, there are such big potholes that small cars are not going through. Yesterday I book a cab and he dropped me midway, saying he won't go ahead on the route. The potholes are such big that small swimming pools can be made for kids. Moreover this condition of roads has been for 2 months now and getting worsen day by day but no one seems to care.",66,10.0,"70, Vibgyor High School Rd, Silver Springs Layout, Brookefield, Bengaluru, Karnataka 560066, India",Thubarahalli,12.95464045,77.71744281,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
2/18/2020 22:53,85,Garbage is not collected for long time,"Garbage vehicle is not taking garbage for long time. This is happening regularly. Because of these garbage dump many mosquitoes, rats and worms coming inside home. Please take necessary action.",155,10.0,"11Th Main Rd, Beml Layout 6Th Stage, Thubarahalli, Brookefield, Bengaluru, Karnataka 560066, India",Opposite,12.9577857,77.7198963,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
9/14/2019 18:10,85,No streetlights,There is no street lights from Gunjur to Sarjapura road which caused a lot of crime and illegal activity on that road. if you will come from varthur towards sarjapura road none of streetlights are working and i m surprised to see that BBMP is least bothered to change it as they are not working from years .i need swift action of BBMP to change it else it may lead to any crime as that area is fully darked and we are daily commuter of that road.,62,10.0,"Varthur Rd, Bengaluru, Karnataka, India",Near sani mandir-Varthur,12.9560919,77.7125719,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
3/22/2019 9:34,85,Silt and garbage on road,Silt and garbage on road,155,10.0,"F1, Petra Harmony, 39, 60 Feet Rd, Vaikuntam Layout, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.95765827,77.71445026,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
07-09-2019 19:47,85,Street light not working,Over Doddanekundi Flyover street light not working.,62,10.0,"Doddanekundi Flyover, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Doddanekundi Flyover,12.98125517,77.69372813,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
11-05-2021 14:22,85,"Main road of Spice garden, Marathahalli filled with drain water a...","Main road of Spice garden, Marathahalli filled with drain water and people catching fish",415,10.0,"1, Silver Springs Layout Road, Marathahalli, Bengaluru Urban, In, India",,12.95722975,77.70870519,Dodda Nekkundi,18,Storm Water Drains,Desilting/Remove Blockage of Storm Water Drains,BBMP
2/21/2020 8:30,85,Dumping garbage into storm water drain is currently happening eve...,"Dumping garbage into storm water drain is currently happening everyday, leading to significant health issues in the area.

location: bridge between yemalur crossing and Marathahalli on old airport road

problem: the fencing that prevented garbage from being dumped into the station had been systematically removed. the garbage us from the various commercial  butcheries, meat/ chicken shops in the marathahalli market

solution: erect barrier that prevents the commercial waste from being dumped",155,10.0,"Yamalur Junction, Marathahalli Village, Marathahalli, Bengaluru, Karnataka",,12.9553828,77.6894472,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
10-10-2019 15:28,85,There are very big and dangerous pathholes  that covers almost th...,There are very big and dangerous pathholes  that covers almost the road as well the road construction has not been done in my area. it should be repaired to save people from accidents.,66,10.0,"Vibgyor High School Road, Thubarahalli, Munnekollal, Bengaluru, Karnataka, India",,12.9512451,77.7175305,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
2/22/2019 16:20,85,Road Excavated,"Road excavated for under ground service line work, but filled properly. Due to traffic, lot of dust forming and causing slow moving traffic.",66,10.0,"16, 8Th Main Rd, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560093, India",Alpine eco road,12.97340361,77.70274572,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
06-08-2022 09:17,85,Traffic jam everyday,"Due to metro construction , everyday there's traffic of minimum 2 hour's both the side since 2 months. Till today no improvement",84,5.0,"Xmfx+745, Subbaiah Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",Rainbow hospital doddanekkundi,12.97347729,77.69795376,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP
10/17/2019 7:32,85,Worst road we have in this area,Worst road we have in this area,66,10.0,"Bengaluru,, Hanuma Reddy Layout, Chinnapanna Halli, Bengaluru, Karnataka 560037, India",,12.96617833,77.70324167,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
07-02-2021 20:24,85,Covering of road drainage to remove blockade,There is an excavation done for the drainage. It is the only way to connect my apartment and other buildings with ITPL main road. This has been now more than a month and still construction is not completed. Due to which whole society and some other individual house is cut out from main conveyance. No way to use a four wheeler for even emergency purpose. Please cover up the drainage and complete the construction,343,10.0,"25, Itpl Main Rd, Opp. Big Bazar, Gate, Lakshminarayana Pura, Brookefield, Bengaluru, Karnataka 560037, India",Big Bazaar Kundanhalli,12.95773196,77.7154068,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Construction Of Roadside Drains,BBMP
12/27/2020 8:22,85,Footpath broken,Footpath broken,712,10.0,"#9/911, 3Rd Floor, Varthur Main Road, Thubarahalli, Whitefield Area, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",,12.95596388,77.72380168,Dodda Nekkundi,708,Yellow Spot,Report A Broken Footpath,BBMP
01-04-2019 12:26,85,Foot over bridge,"Hi Sir, 

Its finding difficult to cross the road from kalamandir bus stop to the other side. The vehicles do not slow down and there is no signal too.  
It would be helpfull to all the pedestrians if there was a foot over bridge near kalamandir bus stop. 

Thanks
Vinay",61,10.0,"No. 1/24, K. R. Puram Hobli, Ward No. 85, Near, Marathahalli - Sarjapur Outer Ring Rd, Anand Nagar, Aswath Nagar, East Taluk, Bengaluru, Karnataka 560037, India",Kalamandir bus stop,12.9598424,77.7016049,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Construction of new footpaths,BBMP
12-07-2021 10:09,85,Road destroyed by storm water drain .... please fix this,Road destroyed by storm water drain .... please fix this,380,2.0,"Villa-1, Nakshatra Villas, 5, 6Th Cross Rd, Sri Nivasa Reddy Layout, Hanuma Reddy Layout, Chinnapanna Halli, Bengaluru, ??????? 560037, India",,12.9648311,77.7081798,Dodda Nekkundi,472,Sewerage Systems,Construction of Sewage Lines,BWSSB
8/28/2021 20:31,85,"I stay in Raycon Orchard Apartment, AECS layout, Kundalahalli. Th...","I stay in Raycon Orchard Apartment, AECS layout, Kundalahalli. There is so much noise in apartment but switching on music especially on weekends and nights . Even after complaining they fail to turn it off. Could you please investigate on it",46,7.0,"Raycon Orchard, 4Th Cross Road, Aecs Layout - A Block, Kundalahalli, Marathahalli, Bengaluru, Karnataka, India",,12.9648244,77.7114664,Dodda Nekkundi,11,Pollution,Noise Pollution,KSPCB
2/25/2022 21:53,85,Public Toilet,"Dear Sir/Ma'am,
In Doddanekundi, there are very less public toilets. We need more public toilets for us and local people. We know that we have to use public toilets wherever we go in Bengaluru, but local people should also use public toilets as they urinate in front of everyone. For that, they need to be educated.
Thank you",156,10.0,"Doddanekundi, Bengaluru, Karnataka","Near, Soul Space Arena Mall",12.9720888,77.694364,Dodda Nekkundi,454,Public Toilets,Construction Of New Public Toilet,BBMP
